paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-05046,strict,32,,0,0,1.0,54.32,53.085
bamboo-05047,strict,33,,0,0,1.0,2.498,0.8
bamboo-05048,strict,1,,0,0,1.0,0.186,0.166
bamboo-05049,strict,1,,0,0,1.0,0.0,0.0
bamboo-05050,oversize-floor,,,4,0,0.0,2504.004,1210.719
bamboo-05051,oversize-total,,,0,0,0.0,238.401,120.878
bamboo-05052,leftover,,,5,0,0.0,41.977,24.677
bamboo-05053,strict,44,,0,0,1.0,4.8,0.8
bamboo-05054,strict,19,,0,0,1.0,0.8,0.8
bamboo-05055,leftover,,,0,0,0.0,11.4,3.0
bamboo-05056,strict,31,,5,5,1.0,1.786,0.8
bamboo-05057,oversize-floor,,,4,0,0.0,162.561,155.0
bamboo-05058,oversize-floor,,,3,0,0.0,852.877,800.0
bamboo-05059,leftover,,,0,0,0.0,46.731,17.271
bamboo-05060,strict,13,,1,1,1.0,5.909,3.0
bamboo-05061,oversize-total,,,2,0,0.0,217.526,130.4
bamboo-05062,strict,25,,2,2,1.0,1.6,0.8
bamboo-05063,strict,17,,0,0,1.0,0.8,0.8
bamboo-05064,oversize-floor,,,0,0,0.0,360.664,155.0
bamboo-05065,leftover,,,3,0,0.0,14.457,3.5
bamboo-05066,leftover,,,0,0,0.0,31.286,6.7
bamboo-05067,oversize-floor,,,0,0,0.0,165.032,155.0
bamboo-05068,strict,52,,0,0,1.0,6.862,3.0
bamboo-05069,strict,39,,0,0,1.0,3.688,3.0
bamboo-05070,oversize-floor,,3,3,1,0.333,433.918,292.721
bamboo-05071,oversize-floor,,,2,0,0.0,219.538,155.0
bamboo-05072,strict,1,,2,2,1.0,0.068,0.049
bamboo-05073,strict,1,,0,0,1.0,0.0,0.0
bamboo-05074,strict,32,,2,2,1.0,2.629,0.8
bamboo-05075,oversize-floor,,,5,0,0.0,2651.005,2603.326
bamboo-05076,oversize-floor,,,2,0,0.0,681.301,465.661
bamboo-05077,oversize-floor,,,2,0,0.0,1912.38,1193.069
bamboo-05078,leftover,,,3,0,0.0,29.919,12.872
bamboo-05079,oversize-floor,,,2,0,0.0,591.966,590.728
bamboo-05080,leftover,,,0,0,0.0,20.324,4.712
bamboo-05081,oversize-floor,,,0,0,0.0,967.431,759.754
bamboo-05082,strict,28,,3,3,1.0,1.6,0.8
bamboo-05083,leftover,,,0,0,0.0,43.326,26.508
bamboo-05084,strict,5,,1,1,1.0,0.8,0.8
bamboo-05085,leftover,,,4,0,0.0,39.144,14.2
bamboo-05086,strict,4,,2,2,1.0,0.21,0.166
bamboo-05087,strict,18,,0,0,1.0,0.8,0.8
bamboo-05088,strict,51,,0,0,1.0,6.66,3.492
bamboo-05089,strict,3,,0,0,1.0,0.016,0.01
bamboo-05090,leftover,,,0,0,0.0,32.843,25.0
bamboo-05091,leftover,,,2,0,0.0,32.965,15.282
bamboo-05092,leftover,,,4,0,0.0,100.604,82.966
bamboo-05093,strict,1,,0,0,1.0,0.0,0.0
bamboo-05094,leftover,,,0,0,0.0,10.375,4.657
bamboo-05095,leftover,,,0,0,0.0,93.583,25.0
bamboo-05096,leftover,,,0,0,0.0,57.539,14.9
bamboo-05097,oversize-total,,,1,0,0.0,311.452,128.5
bamboo-05098,strict,3,,1,1,1.0,1.2,1.2
bamboo-05099,oversize-floor,,,3,0,0.0,172.144,155.0
bamboo-05100,strict,38,,0,0,1.0,4.586,0.8
bamboo-05101,strict,36,,0,0,1.0,3.0,3.0
bamboo-05102,oversize-floor,,,3,0,0.0,511.926,491.216
bamboo-05103,leftover,,2,4,1,0.25,93.474,27.0
bamboo-05104,strict,6,,0,0,1.0,39.178,24.2
bamboo-05105,strict,31,,2,2,1.0,1.7,0.8
bamboo-05106,strict,44,,2,2,1.0,4.842,3.5
bamboo-05107,leftover,,,0,0,0.0,144.488,60.0
bamboo-05108,leftover,,,0,0,0.0,35.139,28.239
bamboo-05109,strict,33,,0,0,1.0,3.2,0.8
bamboo-05110,oversize-floor,,,4,0,0.0,1382.969,1210.719
bamboo-05111,strict,1,,0,0,1.0,0.0,0.0
bamboo-05112,oversize-floor,,,2,0,0.0,158.543,155.0
bamboo-05113,oversize-total,,,0,0,0.0,294.508,135.0
bamboo-05114,leftover,,,0,0,0.0,132.849,26.389
bamboo-05115,leftover,,,3,0,0.0,35.249,12.898
bamboo-05116,leftover,,,0,0,0.0,26.313,13.157
bamboo-05117,strict,1,,2,2,1.0,0.186,0.166
bamboo-05118,leftover,,,3,0,0.0,86.549,25.689
bamboo-05119,leftover,,,6,0,0.0,30.744,29.915
bamboo-05120,leftover,,,0,0,0.0,21.739,8.028
bamboo-05121,strict,57,,1,1,1.0,8.409,3.0
bamboo-05122,strict,8,,0,0,1.0,27.94,27.94
bamboo-05123,leftover,,,0,0,0.0,13.63,6.5
bamboo-05124,strict,41,,0,0,1.0,4.068,0.8
bamboo-05125,strict,41,,0,0,1.0,4.0,3.0
bamboo-05126,strict,7,,1,1,1.0,0.1,0.1
bamboo-05127,leftover,,,0,0,0.0,12.813,0.8
bamboo-05128,oversize-floor,,,0,0,0.0,300.149,155.0
bamboo-05129,oversize-total,,8,3,1,0.333,161.595,94.066
bamboo-05130,strict,16,,0,0,1.0,0.8,0.8
bamboo-05131,strict,57,,0,0,1.0,8.6,3.0
bamboo-05132,oversize-floor,,,6,0,0.0,2050.061,800.0
bamboo-05133,strict,20,,1,1,1.0,0.8,0.8
bamboo-05134,leftover,,,0,0,0.0,10.477,8.615
bamboo-05135,strict,16,,0,0,1.0,0.8,0.8
bamboo-05136,strict,43,,4,4,1.0,4.6,3.0
bamboo-05137,oversize-floor,,,5,0,0.0,249.123,155.0
bamboo-05138,oversize-floor,,,0,0,0.0,1112.48,312.31
bamboo-05139,strict,1,,0,0,1.0,0.0,0.0
bamboo-05140,strict,1,,0,0,1.0,0.0,0.0
bamboo-05141,oversize-floor,,,7,0,0.0,487.961,439.106
bamboo-05142,leftover,,,3,0,0.0,21.11,4.859
bamboo-05143,leftover,,,4,0,0.0,10.2,3.0
bamboo-05144,oversize-floor,,,3,0,0.0,968.89,558.794
bamboo-05145,oversize-total,,,2,0,0.0,241.954,94.066
bamboo-05146,oversize-floor,,,4,0,0.0,14590.188,6701.898
bamboo-05147,oversize-floor,,,3,0,0.0,403.506,326.0
bamboo-05148,strict,18,,0,0,1.0,0.8,0.8
bamboo-05149,strict,48,,1,1,1.0,6.0,3.0
bamboo-05150,oversize-floor,,,0,0,0.0,1303.8,1300.0
bamboo-05151,strict,41,,1,1,1.0,3.904,3.0
bamboo-05152,oversize-floor,,,3,0,0.0,1472.331,1060.317
bamboo-05153,strict,31,,2,2,1.0,49.256,25.041
bamboo-05154,strict,9,,0,0,1.0,62.2,61.381
bamboo-05155,leftover,,,1,0,0.0,78.51,74.506
bamboo-05156,strict,1,,0,0,1.0,0.0,0.0
bamboo-05157,leftover,,,3,0,0.0,125.306,74.506
bamboo-05158,strict,24,,3,3,1.0,1.6,0.8
bamboo-05159,strict,24,,0,0,1.0,1.6,0.8
bamboo-05160,oversize-floor,,,3,0,0.0,236.265,186.265
bamboo-05161,strict,19,,0,0,1.0,0.8,0.8
bamboo-05162,oversize-floor,,,4,0,0.0,2371.645,1862.645
bamboo-05163,strict,40,,3,3,1.0,3.8,3.0
bamboo-05164,strict,9,,2,2,1.0,61.493,61.381
bamboo-05165,strict,42,,0,0,1.0,4.268,4.268
bamboo-05166,strict,49,,0,0,1.0,6.15,5.35
bamboo-05167,strict,44,,5,5,1.0,4.7,3.0
bamboo-05168,oversize-floor,,,0,0,0.0,2815.594,2812.594
bamboo-05169,strict,47,,2,2,1.0,6.0,3.0
bamboo-05170,leftover,,,0,0,0.0,30.81,21.635
bamboo-05171,strict,43,,4,4,1.0,6.618,3.0
bamboo-05172,strict,43,,3,3,1.0,4.6,3.0
bamboo-05173,oversize-floor,,,0,0,0.0,648.638,320.626
bamboo-05174,strict,1,,0,0,1.0,0.0,0.0
bamboo-05175,oversize-floor,,,0,0,0.0,1377.144,1048.144
bamboo-05176,strict,28,,0,0,1.0,1.6,0.8
bamboo-05177,strict,6,,2,2,1.0,3.035,2.235
bamboo-05178,leftover,,,4,0,0.0,15.94,5.596
bamboo-05179,strict,41,,4,4,1.0,3.9,3.0
bamboo-05180,leftover,,5,3,1,0.333,50.762,27.94
bamboo-05181,strict,9,,0,0,1.0,0.1,0.1
bamboo-05182,leftover,,,1,0,0.0,15.57,13.97
bamboo-05183,strict,1,,0,0,1.0,0.0,0.0
bamboo-05184,strict,25,,2,2,1.0,1.6,0.8
bamboo-05185,strict,2,,0,0,1.0,0.1,0.1
bamboo-05186,strict,9,,2,2,1.0,0.1,0.1
bamboo-05187,leftover,,,2,0,0.0,28.668,24.868
bamboo-05188,strict,1,,0,0,1.0,0.0,0.0
bamboo-05189,strict,26,,3,3,1.0,1.6,0.8
bamboo-05190,strict,17,,4,4,1.0,0.8,0.8
bamboo-05191,oversize-floor,,,3,0,0.0,3076.364,1862.645
bamboo-05192,strict,1,,0,0,1.0,0.0,0.0
bamboo-05193,strict,19,,0,0,1.0,0.8,0.8
bamboo-05194,strict,18,,1,1,1.0,0.8,0.8
bamboo-05195,oversize-total,,,2,0,0.0,255.464,135.353
bamboo-05196,oversize-floor,,,3,0,0.0,335.0,326.0
bamboo-05197,leftover,,,3,0,0.0,124.072,121.072
bamboo-05198,oversize-floor,,,4,0,0.0,168.493,166.893
bamboo-05199,oversize-floor,,,3,0,0.0,172.519,169.371
bamboo-05200,oversize-floor,,,1,0,0.0,335.0,326.0
bamboo-05201,oversize-floor,,,5,0,0.0,424.234,326.0
bamboo-05202,oversize-total,,,2,0,0.0,327.256,130.4
bamboo-05203,oversize-floor,,,0,0,0.0,263.698,155.0
bamboo-05204,strict,38,,3,3,1.0,3.2,0.8
bamboo-05205,leftover,,53,4,1,0.25,82.524,60.0
bamboo-05206,leftover,,,3,0,0.0,18.185,14.185
bamboo-05207,strict,15,,1,1,1.0,0.8,0.8
bamboo-05208,leftover,,,1,0,0.0,69.957,37.079
bamboo-05209,oversize-floor,,,0,0,0.0,476.001,284.0
bamboo-05210,strict,47,,7,7,1.0,6.406,0.8
bamboo-05211,strict,5,,2,2,1.0,0.196,0.168
bamboo-05212,leftover,,,0,0,0.0,17.77,13.97
bamboo-05213,strict,2,,3,3,1.0,10.641,10.641
bamboo-05214,strict,1,,0,0,1.0,0.215,0.166
bamboo-05215,leftover,,,4,0,0.0,21.566,20.366
bamboo-05216,leftover,,,0,0,0.0,31.956,12.945
bamboo-05217,strict,45,,0,0,1.0,18.853,17.249
bamboo-05218,strict,17,,1,1,1.0,0.8,0.8
bamboo-05219,strict,6,,3,3,1.0,0.1,0.1
bamboo-05220,strict,1,,0,0,1.0,0.0,0.0
bamboo-05221,oversize-floor,,,0,0,0.0,379.37,284.0
bamboo-05222,strict,1,,0,0,1.0,0.0,0.0
bamboo-05223,strict,11,,3,3,1.0,0.296,0.296
bamboo-05224,oversize-floor,,,1,0,0.0,12183.464,6701.898
bamboo-05225,oversize-total,,,0,0,0.0,428.036,122.055
bamboo-05226,strict,40,,3,3,1.0,3.8,3.0
bamboo-05227,oversize-floor,,,3,0,0.0,602.67,579.491
bamboo-05228,leftover,,,0,0,0.0,60.49,20.827
bamboo-05229,leftover,,,0,0,0.0,29.251,13.039
bamboo-05230,strict,51,,1,1,1.0,6.565,3.0
bamboo-05231,leftover,,,3,0,0.0,44.0,16.0
bamboo-05232,leftover,,,0,0,0.0,122.623,61.028
bamboo-05233,oversize-floor,,,2,0,0.0,530.951,439.106
bamboo-05234,oversize-total,,,3,0,0.0,197.286,120.878
bamboo-05235,strict,14,,0,0,1.0,2.282,2.107
bamboo-05236,leftover,,,0,0,0.0,90.065,53.905
bamboo-05237,leftover,,,0,0,0.0,38.192,14.2
bamboo-05238,leftover,,,0,0,0.0,39.886,14.9
bamboo-05239,leftover,,,0,0,0.0,107.386,60.0
bamboo-05240,leftover,,,2,0,0.0,121.615,48.488
bamboo-05241,oversize-floor,,,0,0,0.0,155.966,155.0
bamboo-05242,strict,8,,0,0,1.0,28.268,14.9
bamboo-05243,oversize-total,,,1,0,0.0,282.976,76.916
bamboo-05244,leftover,,,6,0,0.0,58.891,16.0
bamboo-05245,leftover,,,5,0,0.0,92.453,60.0
bamboo-05246,leftover,,,5,0,0.0,21.487,13.887
bamboo-05247,strict,19,,0,0,1.0,0.8,0.8
bamboo-05248,leftover,,,0,0,0.0,58.512,18.0
bamboo-05249,oversize-floor,,,3,0,0.0,167.41,155.0
bamboo-05250,strict,1,,0,0,1.0,0.0,0.0
bamboo-05251,leftover,,,5,0,0.0,102.49,83.819
bamboo-05252,strict,16,,0,0,1.0,0.8,0.8
bamboo-05253,strict,50,,1,1,1.0,6.2,3.0
bamboo-05254,oversize-floor,,,1,0,0.0,1245.743,1222.553
bamboo-05255,leftover,,,0,0,0.0,37.139,23.283
bamboo-05256,strict,45,,0,0,1.0,5.2,1.2
bamboo-05257,strict,49,,2,2,1.0,6.332,3.0
bamboo-05258,oversize-total,,,0,0,0.0,232.031,136.738
bamboo-05259,leftover,,2,2,1,0.5,14.441,6.328
bamboo-05260,oversize-total,,,1,0,0.0,182.105,61.028
bamboo-05261,strict,2,,3,3,1.0,0.282,0.195
bamboo-05262,leftover,,,3,0,0.0,95.66,60.0
bamboo-05263,leftover,,3,4,3,0.75,58.832,53.905
bamboo-05264,oversize-floor,,2,4,1,0.25,439.466,284.0
bamboo-05265,strict,10,,0,0,1.0,9.163,6.519
bamboo-05266,leftover,,,2,0,0.0,107.162,93.132
bamboo-05267,strict,18,,4,4,1.0,10.0,7.5
bamboo-05268,oversize-total,,,1,0,0.0,321.159,135.0
bamboo-05269,oversize-floor,,1,3,2,0.667,165.459,155.0
bamboo-05270,oversize-floor,,,0,0,0.0,333.805,326.0
bamboo-05271,strict,13,,1,1,1.0,0.8,0.8
bamboo-05272,oversize-total,,,3,0,0.0,280.273,136.729
bamboo-05273,leftover,,,0,0,0.0,18.842,14.638
bamboo-05274,strict,17,,0,0,1.0,0.8,0.8
bamboo-05275,oversize-floor,,,0,0,0.0,268.262,155.0
bamboo-05276,leftover,,,2,0,0.0,71.937,15.256
bamboo-05277,leftover,,,0,0,0.0,37.253,24.214
bamboo-05278,leftover,,8,3,1,0.333,33.238,14.9
bamboo-05279,oversize-total,,,1,0,0.0,303.321,130.4
bamboo-05280,leftover,,,4,0,0.0,28.311,27.511
bamboo-05281,leftover,,,0,0,0.0,101.108,98.568
bamboo-05282,oversize-floor,,,3,0,0.0,13969.839,13969.839
bamboo-05283,leftover,,,0,0,0.0,30.971,20.0
bamboo-05284,oversize-total,,,3,0,0.0,196.453,50.715
bamboo-05285,strict,52,,0,0,1.0,6.881,3.0
bamboo-05286,leftover,,,1,0,0.0,92.212,24.214
bamboo-05287,oversize-floor,,,0,0,0.0,243.338,204.891
bamboo-05288,leftover,,,1,0,0.0,62.635,27.001
bamboo-05289,strict,4,,0,0,1.0,14.425,14.2
bamboo-05290,leftover,,38,3,1,0.333,42.222,22.954
bamboo-05291,oversize-floor,,,0,0,0.0,867.654,428.312
bamboo-05292,leftover,,,1,0,0.0,59.949,27.0
bamboo-05293,leftover,,,0,0,0.0,86.182,14.958
bamboo-05294,strict,41,,0,0,1.0,4.0,0.8
bamboo-05295,leftover,,,0,0,0.0,13.0,3.0
bamboo-05296,leftover,,,4,0,0.0,137.841,80.0
bamboo-05297,leftover,,,0,0,0.0,21.413,7.492
bamboo-05298,leftover,,,4,0,0.0,61.791,5.588
bamboo-05299,leftover,,,3,0,0.0,35.782,13.039
bamboo-05300,leftover,,,0,0,0.0,144.466,74.506
bamboo-05301,oversize-floor,,35,6,1,0.167,660.612,292.721
bamboo-05302,strict,44,,3,3,1.0,4.6,3.0
bamboo-05303,oversize-floor,,,1,0,0.0,739.436,326.415
bamboo-05304,leftover,,,0,0,0.0,26.6,3.0
bamboo-05305,strict,1,,0,0,1.0,0.0,0.0
bamboo-05306,strict,1,,0,0,1.0,0.0,0.0
bamboo-05307,oversize-floor,,4,7,2,0.286,326.638,284.0
bamboo-05308,leftover,,,4,0,0.0,15.513,12.6
bamboo-05309,leftover,,,0,0,0.0,71.28,58.404
bamboo-05310,oversize-total,,,4,0,0.0,409.31,48.793
bamboo-05311,strict,33,,3,3,1.0,2.4,0.8
bamboo-05312,strict,1,,1,1,1.0,0.003,0.003
bamboo-05313,strict,1,,0,0,1.0,0.0,0.0
bamboo-05314,oversize-floor,,,0,0,0.0,175.679,155.0
bamboo-05315,leftover,,,0,0,0.0,51.351,50.0
bamboo-05316,strict,15,,4,4,1.0,13.133,12.6
bamboo-05317,strict,45,,2,2,1.0,4.944,3.0
bamboo-05318,leftover,,,0,0,0.0,50.032,25.0
bamboo-05319,leftover,,2,2,1,0.5,14.446,7.145
bamboo-05320,leftover,,3,3,1,0.333,122.943,83.819
bamboo-05321,leftover,,,3,0,0.0,111.448,40.502
bamboo-05322,strict,1,,0,0,1.0,0.0,0.0
bamboo-05323,oversize-floor,,,0,0,0.0,441.484,326.0
bamboo-05324,strict,1,,0,0,1.0,0.0,0.0
bamboo-05325,leftover,,,2,0,0.0,47.914,17.214
bamboo-05326,leftover,,4,5,2,0.4,63.714,27.0
bamboo-05327,strict,39,,0,0,1.0,3.8,3.0
bamboo-05328,leftover,,,1,0,0.0,65.718,18.455
bamboo-05329,leftover,,,0,0,0.0,21.447,5.343
bamboo-05330,oversize-total,,,3,0,0.0,306.701,48.488
bamboo-05331,leftover,,,3,0,0.0,13.209,4.809
bamboo-05332,strict,1,,0,0,1.0,0.0,0.0
bamboo-05333,leftover,,,3,0,0.0,94.268,27.0
bamboo-05334,strict,32,,3,3,1.0,2.07,1.2
bamboo-05335,leftover,,,4,0,0.0,24.1,3.0
bamboo-05336,leftover,,,1,0,0.0,17.0,3.0
bamboo-05337,leftover,,,2,0,0.0,31.319,20.178
bamboo-05338,leftover,,,4,0,0.0,28.487,26.184
bamboo-05339,oversize-total,,,5,0,0.0,235.043,136.738
bamboo-05340,strict,53,,6,6,1.0,7.202,0.8
bamboo-05341,oversize-total,,,2,0,0.0,217.395,130.4
bamboo-05342,leftover,,,0,0,0.0,76.902,28.38
bamboo-05343,leftover,,,3,0,0.0,74.348,25.0
bamboo-05344,oversize-floor,,,0,0,0.0,2444.586,1862.645
bamboo-05345,strict,3,,0,0,1.0,16.95,12.945
bamboo-05346,strict,42,,0,0,1.0,4.18,0.98
bamboo-05347,leftover,,,2,0,0.0,28.423,14.2
bamboo-05348,strict,1,,0,0,1.0,0.0,0.0
bamboo-05349,strict,36,,0,0,1.0,3.0,3.0
bamboo-05350,strict,1,,0,0,1.0,0.0,0.0
bamboo-05351,leftover,,,0,0,0.0,15.518,11.374
bamboo-05352,leftover,,,0,0,0.0,62.978,28.38
bamboo-05353,leftover,,,0,0,0.0,107.386,29.876
bamboo-05354,oversize-floor,,,0,0,0.0,169.893,155.0
bamboo-05355,leftover,,,0,0,0.0,56.668,27.0
bamboo-05356,oversize-floor,,,3,0,0.0,1270.881,1266.281
bamboo-05357,leftover,,3,2,1,0.5,70.368,53.905
bamboo-05358,leftover,,,3,0,0.0,15.741,14.9
bamboo-05359,strict,46,,0,0,1.0,5.122,0.8
bamboo-05360,strict,19,,2,2,1.0,43.285,14.9
bamboo-05361,strict,1,,0,0,1.0,0.0,0.0
bamboo-05362,leftover,,,0,0,0.0,59.367,38.514
bamboo-05363,strict,5,,0,0,1.0,21.719,21.719
bamboo-05364,strict,31,,4,4,1.0,2.342,0.8
bamboo-05365,oversize-floor,,,4,0,0.0,1338.276,1300.0
bamboo-05366,leftover,,,0,0,0.0,71.012,40.0
bamboo-05367,strict,1,,0,0,1.0,0.0,0.0
bamboo-05368,oversize-floor,,,0,0,0.0,165.092,155.0
bamboo-05369,strict,4,,0,0,1.0,0.047,0.047
bamboo-05370,strict,31,,2,2,1.0,1.8,0.8
bamboo-05371,strict,48,,0,0,1.0,5.963,1.863
bamboo-05372,strict,34,,4,4,1.0,2.64,1.704
bamboo-05373,oversize-floor,,,2,0,0.0,172.341,155.0
bamboo-05374,leftover,,,4,0,0.0,39.312,33.819
bamboo-05375,strict,49,,0,0,1.0,7.0,3.0
bamboo-05376,strict,46,,3,3,1.0,5.314,3.0
bamboo-05377,leftover,,,0,0,0.0,26.376,21.719
bamboo-05378,oversize-total,,,7,0,0.0,231.21,54.064
bamboo-05379,leftover,,,3,0,0.0,58.859,36.631
bamboo-05380,leftover,,,3,0,0.0,45.107,21.719
bamboo-05381,leftover,,,0,0,0.0,53.999,18.626
bamboo-05382,leftover,,,0,0,0.0,35.877,14.93
bamboo-05383,leftover,,,1,0,0.0,13.333,6.449
bamboo-05384,leftover,,,0,0,0.0,34.516,17.214
bamboo-05385,leftover,,,6,0,0.0,62.415,37.253
bamboo-05386,strict,24,,0,0,1.0,79.564,52.678
bamboo-05387,leftover,,,3,0,0.0,55.535,28.92
bamboo-05388,leftover,,,2,0,0.0,22.125,14.2
bamboo-05389,leftover,,,1,0,0.0,47.196,41.206
bamboo-05390,leftover,,,0,0,0.0,82.232,65.193
bamboo-05391,oversize-floor,,,1,0,0.0,720.134,698.406
bamboo-05392,strict,1,,0,0,1.0,0.0,0.0
bamboo-05393,leftover,,,4,0,0.0,102.42,24.214
bamboo-05394,strict,10,,0,0,1.0,0.218,0.186
bamboo-05395,leftover,,4,2,1,0.5,91.831,60.0
bamboo-05396,strict,1,,0,0,1.0,0.0,0.0
bamboo-05397,oversize-floor,,,5,0,0.0,891.928,838.19
bamboo-05398,strict,39,,4,4,1.0,3.8,3.0
bamboo-05399,oversize-floor,,,0,0,0.0,167.083,155.0
bamboo-05400,strict,1,,0,0,1.0,0.0,0.0
bamboo-05401,leftover,,,0,0,0.0,23.521,14.9
bamboo-05402,oversize-floor,,,0,0,0.0,3408.082,1862.645
bamboo-05403,oversize-total,,,2,0,0.0,280.388,142.05
bamboo-05404,oversize-total,,,0,0,0.0,556.835,131.417
bamboo-05405,strict,10,,0,0,1.0,9.623,5.894
bamboo-05406,strict,48,,0,0,1.0,5.849,3.0
bamboo-05407,leftover,,,0,0,0.0,42.424,27.511
bamboo-05408,leftover,,,0,0,0.0,18.606,3.029
bamboo-05409,strict,48,,0,0,1.0,5.849,3.0
bamboo-05410,leftover,,,0,0,0.0,46.566,46.566
bamboo-05411,strict,32,,0,0,1.0,2.4,0.8
bamboo-05412,oversize-total,,,4,0,0.0,223.657,130.4
bamboo-05413,strict,46,,0,0,1.0,5.546,2.2
bamboo-05414,strict,1,,0,0,1.0,0.0,0.0
bamboo-05415,strict,25,,1,1,1.0,1.6,0.8
bamboo-05416,leftover,,,2,0,0.0,36.426,34.926
bamboo-05417,oversize-total,,,0,0,0.0,252.708,82.966
bamboo-05418,strict,51,,1,1,1.0,6.598,0.8
bamboo-05419,leftover,,,0,0,0.0,33.738,25.0
bamboo-05420,strict,36,,0,0,1.0,4.056,1.087
bamboo-05421,leftover,,,0,0,0.0,67.075,35.596
bamboo-05422,oversize-floor,,,0,0,0.0,236.604,155.0
bamboo-05423,oversize-floor,,,0,0,0.0,180.6,155.0
bamboo-05424,oversize-total,,,0,0,0.0,159.589,54.064
bamboo-05425,oversize-floor,,,1,0,0.0,648.686,641.296
bamboo-05426,oversize-floor,,,0,0,0.0,838.19,838.19
bamboo-05427,strict,17,,0,0,1.0,0.8,0.8
bamboo-05428,strict,43,,0,0,1.0,4.6,3.0
bamboo-05429,leftover,,,0,0,0.0,34.479,14.2
bamboo-05430,oversize-floor,,,0,0,0.0,213.467,155.0
bamboo-05431,oversize-floor,,,0,0,0.0,1675.65,640.484
bamboo-05432,strict,1,,0,0,1.0,0.0,0.0
bamboo-05433,leftover,,,5,0,0.0,69.501,25.0
bamboo-05434,strict,22,,0,0,1.0,0.98,0.98
bamboo-05435,strict,44,,0,0,1.0,4.673,3.0
bamboo-05436,leftover,,,0,0,0.0,21.503,14.9
bamboo-05437,strict,24,,1,1,1.0,1.6,0.8
bamboo-05438,strict,48,,0,0,1.0,7.422,0.8
bamboo-05439,oversize-floor,,,3,0,0.0,1222.779,1210.719
bamboo-05440,strict,1,,0,0,1.0,0.0,0.0
bamboo-05441,oversize-floor,,,4,0,0.0,1984.854,1193.069
bamboo-05442,oversize-floor,,,0,0,0.0,290.276,155.0
bamboo-05443,leftover,,,2,0,0.0,115.27,47.715
bamboo-05444,oversize-floor,,,3,0,0.0,413.39,326.0
bamboo-05445,oversize-total,,,2,0,0.0,295.958,135.426
bamboo-05446,oversize-total,,,0,0,0.0,201.425,79.471
bamboo-05447,oversize-floor,,,0,0,0.0,644.207,640.484
bamboo-05448,strict,1,,0,0,1.0,0.0,0.0
bamboo-05449,oversize-total,,,4,0,0.0,151.926,60.0
bamboo-05450,oversize-floor,,3,3,1,0.333,298.967,252.134
bamboo-05451,oversize-floor,,,0,0,0.0,1410.836,1395.262
bamboo-05452,leftover,,,1,0,0.0,24.517,13.245
bamboo-05453,leftover,,12,5,2,0.4,25.672,21.719
bamboo-05454,oversize-floor,,,2,0,0.0,1091.306,1024.455
bamboo-05455,leftover,,,4,0,0.0,14.617,6.199
bamboo-05456,oversize-total,,,0,0,0.0,371.091,125.706
bamboo-05457,oversize-floor,,,6,0,0.0,7324.032,6519.258
bamboo-05458,oversize-floor,,,2,0,0.0,665.257,326.0
bamboo-05459,strict,40,,0,0,1.0,3.8,3.0
bamboo-05460,leftover,,,0,0,0.0,60.8,60.0
bamboo-05461,strict,48,,1,1,1.0,5.734,0.8
bamboo-05462,oversize-floor,,,1,0,0.0,156.45,155.0
bamboo-05463,strict,36,,3,3,1.0,3.0,3.0
bamboo-05464,strict,16,,0,0,1.0,0.8,0.8
bamboo-05465,leftover,,,0,0,0.0,29.794,14.2
bamboo-05466,leftover,,7,3,1,0.333,48.722,16.764
bamboo-05467,strict,14,,0,0,1.0,1.815,0.8
bamboo-05468,oversize-floor,,,6,0,0.0,181.701,155.0
bamboo-05469,oversize-floor,,,5,0,0.0,2351.267,2300.104
bamboo-05470,oversize-floor,,,3,0,0.0,1482.085,641.296
bamboo-05471,strict,15,,0,0,1.0,0.8,0.8
bamboo-05472,leftover,,,2,0,0.0,22.266,15.445
bamboo-05473,strict,7,,3,3,1.0,19.761,17.249
bamboo-05474,oversize-floor,,,3,0,0.0,237.906,155.0
bamboo-05475,strict,24,,3,3,1.0,1.6,0.8
bamboo-05476,oversize-floor,,,3,0,0.0,1653.951,792.326
bamboo-05477,leftover,,,0,0,0.0,14.429,12.6
bamboo-05478,leftover,,,2,0,0.0,37.211,24.2
bamboo-05479,strict,60,,3,3,1.0,9.309,4.912
bamboo-05480,strict,29,,0,0,1.0,1.604,1.604
bamboo-05481,oversize-floor,,,0,0,0.0,4656.613,4656.613
bamboo-05482,leftover,,,3,0,0.0,15.786,3.0
bamboo-05483,leftover,,,0,0,0.0,118.435,82.966
bamboo-05484,strict,31,,4,4,1.0,3.106,1.4
bamboo-05485,strict,54,,4,4,1.0,7.6,3.0
bamboo-05486,leftover,,,0,0,0.0,46.907,14.93
bamboo-05487,oversize-total,,,0,0,0.0,211.395,139.698
bamboo-05488,leftover,,,0,0,0.0,50.848,14.93
bamboo-05489,strict,15,,0,0,1.0,21.739,21.719
bamboo-05490,oversize-floor,,,0,0,0.0,874.057,428.312
bamboo-05491,oversize-floor,,,0,0,0.0,957.4,745.058
bamboo-05492,leftover,,,1,0,0.0,53.093,50.0
bamboo-05493,strict,1,,0,0,1.0,3.832,3.5
bamboo-05494,strict,45,,3,3,1.0,53.922,17.249
bamboo-05495,strict,2,,0,0,1.0,0.005,0.005
