paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-04594,strict,2,,1,1,1.0,0.195,0.195
bamboo-04595,oversize-floor,,,0,0,0.0,830.575,792.326
bamboo-04596,strict,6,,5,5,1.0,0.093,0.036
bamboo-04597,strict,34,,4,4,1.0,2.595,1.795
bamboo-04598,strict,37,,4,4,1.0,3.115,0.8
bamboo-04599,strict,1,,0,0,1.0,0.0,0.0
bamboo-04600,strict,42,,2,2,1.0,4.187,2.494
bamboo-04601,oversize-floor,,,5,0,0.0,2428.245,1561.79
bamboo-04602,strict,1,,1,1,1.0,0.186,0.166
bamboo-04603,leftover,,,3,0,0.0,16.575,14.9
bamboo-04604,strict,10,,1,1,1.0,1.6,0.8
bamboo-04605,strict,1,,0,0,1.0,0.0,0.0
bamboo-04606,oversize-total,,,5,0,0.0,355.946,135.426
bamboo-04607,oversize-floor,,,4,0,0.0,533.261,525.658
bamboo-04608,strict,48,,0,0,1.0,6.0,3.0
bamboo-04609,strict,1,,0,0,1.0,0.0,0.0
bamboo-04610,strict,22,,2,2,1.0,0.9,0.8
bamboo-04611,leftover,,,4,0,0.0,85.967,15.445
bamboo-04612,leftover,,,5,0,0.0,122.265,27.0
bamboo-04613,oversize-floor,,,3,0,0.0,251.612,155.0
bamboo-04614,oversize-floor,,,4,0,0.0,451.063,261.655
bamboo-04615,leftover,,,4,0,0.0,37.116,14.9
bamboo-04616,strict,26,,3,3,1.0,1.6,0.8
bamboo-04617,strict,18,,4,4,1.0,56.779,19.686
bamboo-04618,strict,31,,2,2,1.0,1.645,1.0
bamboo-04619,strict,1,,0,0,1.0,0.416,0.25
bamboo-04620,strict,10,,5,5,1.0,6.509,3.0
bamboo-04621,strict,1,,3,3,1.0,0.186,0.166
bamboo-04622,strict,45,,4,4,1.0,4.885,3.529
bamboo-04623,oversize-floor,,,7,0,0.0,51458.582,51048.155
bamboo-04624,strict,1,,0,0,1.0,0.0,0.0
bamboo-04625,leftover,,,6,0,0.0,46.045,14.9
bamboo-04626,leftover,,,5,0,0.0,27.978,27.94
bamboo-04627,leftover,,,7,0,0.0,16.982,12.872
bamboo-04628,strict,1,,7,7,1.0,0.546,0.218
bamboo-04629,oversize-total,,,3,0,0.0,308.313,145.778
bamboo-04630,leftover,,,6,0,0.0,10.6,3.0
bamboo-04631,oversize-total,,,7,0,0.0,162.691,132.988
bamboo-04632,strict,1,,0,0,1.0,0.0,0.0
bamboo-04633,strict,16,,0,0,1.0,0.8,0.8
bamboo-04634,strict,4,,6,6,1.0,8.332,8.0
bamboo-04635,oversize-floor,,,7,0,0.0,675.368,262.852
bamboo-04636,strict,39,,6,6,1.0,3.8,3.0
bamboo-04637,leftover,,,0,0,0.0,21.502,8.502
bamboo-04638,oversize-floor,,,6,0,0.0,553.092,284.0
bamboo-04639,oversize-floor,,,5,0,0.0,284.0,284.0
bamboo-04640,leftover,,,6,0,0.0,52.463,28.38
bamboo-04641,leftover,,,6,0,0.0,37.818,15.343
bamboo-04642,strict,1,,0,0,1.0,0.0,0.0
bamboo-04643,leftover,,,0,0,0.0,103.067,25.0
bamboo-04644,strict,31,,5,5,1.0,1.7,0.8
bamboo-04645,oversize-floor,,,5,0,0.0,326.834,166.911
bamboo-04646,oversize-total,,,7,0,0.0,285.979,135.0
bamboo-04647,leftover,,2,4,1,0.25,45.143,14.003
bamboo-04648,strict,4,,0,0,1.0,40.0,40.0
bamboo-04649,oversize-floor,,,0,0,0.0,226.179,155.0
bamboo-04650,leftover,,21,5,2,0.4,92.185,37.079
bamboo-04651,strict,9,,7,7,1.0,0.968,0.8
bamboo-04652,strict,37,,0,0,1.0,3.332,3.0
bamboo-04653,strict,32,,3,3,1.0,2.4,0.8
bamboo-04654,strict,52,,7,7,1.0,7.0,3.0
bamboo-04655,oversize-floor,,1,6,3,0.5,155.364,155.0
bamboo-04656,leftover,,,0,0,0.0,37.183,14.9
bamboo-04657,strict,1,,0,0,1.0,0.0,0.0
bamboo-04658,strict,36,,0,0,1.0,33.616,12.922
bamboo-04659,leftover,,,0,0,0.0,34.705,11.176
bamboo-04660,strict,59,,6,6,1.0,9.118,1.118
bamboo-04661,leftover,,,0,0,0.0,44.805,15.444
bamboo-04662,leftover,,,0,0,0.0,12.3,3.0
bamboo-04663,oversize-floor,,,0,0,0.0,9501.77,9313.226
bamboo-04664,leftover,,,0,0,0.0,12.814,7.862
bamboo-04665,leftover,,,0,0,0.0,25.349,14.9
bamboo-04666,leftover,,,2,0,0.0,54.968,53.183
bamboo-04667,leftover,,,0,0,0.0,62.09,23.624
bamboo-04668,leftover,,,5,0,0.0,27.161,14.185
bamboo-04669,oversize-total,,6,4,1,0.25,265.48,135.0
bamboo-04670,strict,1,,0,0,1.0,0.0,0.0
bamboo-04671,strict,17,,0,0,1.0,0.8,0.8
bamboo-04672,strict,19,,5,5,1.0,29.373,14.9
bamboo-04673,strict,31,,5,5,1.0,1.616,0.8
bamboo-04674,strict,42,,5,5,1.0,4.212,3.0
bamboo-04675,strict,1,,0,0,1.0,0.0,0.0
bamboo-04676,strict,46,,0,0,1.0,5.04,5.031
bamboo-04677,strict,1,,0,0,1.0,0.0,0.0
bamboo-04678,strict,1,,0,0,1.0,0.0,0.0
bamboo-04679,strict,31,,0,0,1.0,1.7,0.8
bamboo-04680,strict,1,,0,0,1.0,0.0,0.0
bamboo-04681,strict,1,,0,0,1.0,0.0,0.0
bamboo-04682,strict,31,,0,0,1.0,1.624,0.824
bamboo-04683,oversize-floor,,,0,0,0.0,193.954,155.0
bamboo-04684,strict,22,,6,6,1.0,1.041,0.8
bamboo-04685,leftover,,,4,0,0.0,72.221,44.321
bamboo-04686,strict,53,,2,2,1.0,7.2,0.8
bamboo-04687,leftover,,,1,0,0.0,58.809,23.283
bamboo-04688,oversize-total,,2,9,4,0.444,176.397,130.4
bamboo-04689,strict,10,,6,6,1.0,0.25,0.25
bamboo-04690,strict,4,,10,10,1.0,40.213,40.0
bamboo-04691,leftover,,,0,0,0.0,122.227,121.366
bamboo-04692,leftover,,,0,0,0.0,43.299,23.283
bamboo-04693,oversize-floor,,,1,0,0.0,4964.263,4656.613
bamboo-04694,strict,1,,0,0,1.0,0.0,0.0
bamboo-04695,strict,24,,0,0,1.0,1.6,0.8
bamboo-04696,strict,1,,0,0,1.0,0.0,0.0
bamboo-04697,strict,1,,0,0,1.0,3.832,3.5
bamboo-04698,oversize-total,,,0,0,0.0,189.453,131.417
bamboo-04699,leftover,,,2,0,0.0,45.339,32.539
bamboo-04700,leftover,,20,3,2,0.667,104.529,74.506
bamboo-04701,leftover,,,0,0,0.0,124.948,101.679
bamboo-04702,leftover,,,0,0,0.0,23.63,20.0
bamboo-04703,oversize-floor,,,0,0,0.0,155.166,155.0
bamboo-04704,oversize-floor,,,0,0,0.0,391.691,284.0
bamboo-04705,strict,14,,0,0,1.0,1.815,0.8
bamboo-04706,leftover,,,0,0,0.0,18.008,9.145
bamboo-04707,strict,1,,0,0,1.0,0.0,0.0
bamboo-04708,oversize-total,,,0,0,0.0,211.171,124.213
bamboo-04709,strict,36,,0,0,1.0,33.034,12.922
bamboo-04710,strict,21,,0,0,1.0,0.966,0.8
bamboo-04711,strict,1,,0,0,1.0,0.0,0.0
bamboo-04712,leftover,,,10,0,0.0,95.281,17.214
bamboo-04713,leftover,,,12,0,0.0,12.8,3.0
bamboo-04714,oversize-total,,,10,0,0.0,368.977,135.551
bamboo-04715,strict,16,,0,0,1.0,0.8,0.8
bamboo-04716,strict,32,,5,5,1.0,2.4,0.8
bamboo-04717,strict,1,,2,2,1.0,0.02,0.02
bamboo-04718,leftover,,,3,0,0.0,32.133,14.003
bamboo-04719,oversize-floor,,1,5,4,0.8,155.416,155.0
bamboo-04720,strict,1,,0,0,1.0,0.0,0.0
bamboo-04721,strict,1,,0,0,1.0,0.0,0.0
bamboo-04722,leftover,,,0,0,0.0,48.243,14.9
bamboo-04723,strict,1,,0,0,1.0,0.0,0.0
bamboo-04724,strict,33,,0,0,1.0,2.4,0.8
bamboo-04725,leftover,,,5,0,0.0,115.908,105.0
bamboo-04726,strict,1,,0,0,1.0,0.0,0.0
bamboo-04727,oversize-floor,,,8,0,0.0,64733.407,51048.155
bamboo-04728,oversize-total,,,5,0,0.0,197.119,130.4
bamboo-04729,strict,1,,0,0,1.0,0.332,0.166
bamboo-04730,strict,1,,0,0,1.0,0.0,0.0
bamboo-04731,strict,1,,0,0,1.0,0.0,0.0
bamboo-04732,strict,31,,5,5,1.0,2.4,0.8
bamboo-04733,strict,27,,0,0,1.0,1.6,0.8
bamboo-04734,leftover,,,0,0,0.0,54.248,25.103
bamboo-04735,leftover,,,5,0,0.0,14.477,14.011
bamboo-04736,strict,36,,0,0,1.0,2.972,1.288
bamboo-04737,oversize-total,,,0,0,0.0,189.258,130.4
bamboo-04738,strict,1,,0,0,1.0,4.92,3.5
bamboo-04739,strict,3,,3,3,1.0,105.001,53.905
bamboo-04740,oversize-floor,,,0,0,0.0,2007.186,800.0
bamboo-04741,oversize-floor,,,0,0,0.0,1878.633,800.0
bamboo-04742,strict,46,,0,0,1.0,6.253,4.763
bamboo-04743,strict,3,,5,5,1.0,0.904,0.904
bamboo-04744,oversize-total,,1,4,1,0.25,239.334,109.772
bamboo-04745,leftover,,,3,0,0.0,30.586,14.828
bamboo-04746,oversize-floor,,,0,0,0.0,538.859,537.193
bamboo-04747,leftover,,,5,0,0.0,36.759,21.719
bamboo-04748,leftover,,,3,0,0.0,59.188,28.38
bamboo-04749,strict,24,,1,1,1.0,1.6,0.8
bamboo-04750,oversize-floor,,,0,0,0.0,321.916,155.0
bamboo-04751,leftover,,,0,0,0.0,24.851,21.719
bamboo-04752,strict,1,,1,1,1.0,0.001,0.001
bamboo-04753,leftover,,,0,0,0.0,104.399,22.0
bamboo-04754,leftover,,,0,0,0.0,27.329,27.329
bamboo-04755,oversize-floor,,,5,0,0.0,250.819,155.0
bamboo-04756,strict,17,,5,5,1.0,0.8,0.8
bamboo-04757,leftover,,,0,0,0.0,98.317,24.214
bamboo-04758,leftover,,,5,0,0.0,32.924,22.324
bamboo-04759,oversize-floor,,,5,0,0.0,399.234,395.68
bamboo-04760,leftover,,,5,0,0.0,23.051,14.094
bamboo-04761,strict,1,,0,0,1.0,0.4,0.166
bamboo-04762,oversize-floor,,,3,0,0.0,631.006,177.4
bamboo-04763,leftover,,,5,0,0.0,91.12,15.0
bamboo-04764,leftover,,,5,0,0.0,60.163,18.0
bamboo-04765,oversize-floor,,,0,0,0.0,857.512,631.998
bamboo-04766,leftover,,,0,0,0.0,43.364,25.103
bamboo-04767,oversize-floor,,,0,0,0.0,920.821,912.221
bamboo-04768,strict,41,,5,5,1.0,4.0,0.8
bamboo-04769,strict,6,,0,0,1.0,0.1,0.1
bamboo-04770,strict,1,,0,0,1.0,0.0,0.0
bamboo-04771,strict,11,,0,0,1.0,51.7,24.2
bamboo-04772,strict,1,,0,0,1.0,0.0,0.0
bamboo-04773,oversize-floor,,,0,0,0.0,566.424,330.441
bamboo-04774,leftover,,,5,0,0.0,63.843,27.817
bamboo-04775,oversize-floor,,,0,0,0.0,635.735,155.0
bamboo-04776,strict,2,,0,0,1.0,25.6,13.0
bamboo-04777,oversize-floor,,,8,0,0.0,160.049,155.0
bamboo-04778,strict,24,,2,2,1.0,1.6,0.8
bamboo-04779,strict,25,,4,4,1.0,1.6,0.8
bamboo-04780,oversize-floor,,1,7,5,0.714,155.332,155.0
bamboo-04781,strict,38,,8,8,1.0,3.178,3.0
bamboo-04782,strict,1,,0,0,1.0,0.0,0.0
bamboo-04783,strict,47,,0,0,1.0,5.337,3.55
bamboo-04784,strict,32,,5,5,1.0,2.4,0.8
bamboo-04785,leftover,,,6,0,0.0,123.549,24.244
bamboo-04786,strict,9,,8,8,1.0,68.389,68.221
bamboo-04787,oversize-floor,,,4,0,0.0,277.884,153.461
bamboo-04788,oversize-floor,,,5,0,0.0,4604.155,4599.312
bamboo-04789,oversize-floor,,,5,0,0.0,6701.898,6701.898
bamboo-04790,oversize-floor,,,5,0,0.0,158.0,155.0
bamboo-04791,strict,16,,5,5,1.0,0.8,0.8
bamboo-04792,oversize-total,,,5,0,0.0,194.341,44.412
bamboo-04793,oversize-floor,,,5,0,0.0,1165.322,537.193
bamboo-04794,strict,1,,0,0,1.0,0.0,0.0
bamboo-04795,strict,1,,0,0,1.0,0.0,0.0
bamboo-04796,strict,1,,0,0,1.0,0.0,0.0
bamboo-04797,strict,31,,4,4,1.0,1.881,0.8
bamboo-04798,strict,1,,0,0,1.0,0.0,0.0
bamboo-04799,oversize-total,,,5,0,0.0,242.303,124.213
bamboo-04800,strict,49,,4,4,1.0,6.332,3.0
bamboo-04801,leftover,,,0,0,0.0,16.572,11.969
bamboo-04802,oversize-floor,,,5,0,0.0,309.2,155.0
bamboo-04803,oversize-floor,,,5,0,0.0,190.81,155.0
bamboo-04804,strict,24,,5,5,1.0,1.6,0.8
bamboo-04805,oversize-floor,,,5,0,0.0,641.477,640.484
bamboo-04806,leftover,,,3,0,0.0,66.006,14.958
bamboo-04807,oversize-floor,,1,3,1,0.333,156.616,155.0
bamboo-04808,oversize-floor,,,4,0,0.0,825.495,698.406
bamboo-04809,leftover,,,5,0,0.0,64.875,17.665
bamboo-04810,strict,14,,4,4,1.0,4.998,0.8
bamboo-04811,leftover,,,5,0,0.0,9.546,3.725
bamboo-04812,strict,3,,3,3,1.0,0.741,0.336
bamboo-04813,strict,1,,0,0,1.0,0.0,0.0
bamboo-04814,strict,1,,1,1,1.0,0.168,0.168
bamboo-04815,strict,1,,0,0,1.0,0.0,0.0
bamboo-04816,oversize-floor,,,5,0,0.0,167.153,155.0
bamboo-04817,strict,40,,5,5,1.0,3.8,3.0
bamboo-04818,strict,48,,5,5,1.0,6.0,3.0
bamboo-04819,strict,20,,3,3,1.0,0.801,0.8
bamboo-04820,oversize-total,,,3,0,0.0,152.487,100.787
bamboo-04821,strict,1,,0,0,1.0,0.0,0.0
bamboo-04822,oversize-total,,,4,0,0.0,529.4,130.4
bamboo-04823,oversize-floor,,,5,0,0.0,155.0,155.0
bamboo-04824,strict,1,,0,0,1.0,0.386,0.168
bamboo-04825,leftover,,,5,0,0.0,57.216,12.945
bamboo-04826,strict,36,,5,5,1.0,2.96,2.794
bamboo-04827,leftover,,1,3,1,0.333,90.639,83.819
bamboo-04828,strict,13,,5,5,1.0,0.676,0.676
bamboo-04829,leftover,,,5,0,0.0,16.411,5.08
bamboo-04830,strict,58,,4,4,1.0,8.929,3.0
bamboo-04831,oversize-total,,,2,0,0.0,211.237,125.896
bamboo-04832,oversize-floor,,,3,0,0.0,956.001,931.323
bamboo-04833,oversize-total,,,0,0,0.0,275.563,124.284
bamboo-04834,strict,22,,0,0,1.0,0.927,0.927
bamboo-04835,strict,34,,4,4,1.0,2.781,2.35
bamboo-04836,oversize-floor,,,0,0,0.0,325.708,284.0
bamboo-04837,oversize-floor,,1,2,1,0.5,155.332,155.0
bamboo-04838,leftover,,,3,0,0.0,67.6,37.079
bamboo-04839,leftover,,,0,0,0.0,117.467,72.732
bamboo-04840,oversize-total,,,0,0,0.0,238.252,120.878
bamboo-04841,leftover,,,4,0,0.0,13.526,2.611
bamboo-04842,leftover,,,0,0,0.0,87.619,83.819
bamboo-04843,oversize-floor,,,0,0,0.0,494.921,177.4
bamboo-04844,leftover,,,0,0,0.0,144.978,25.103
bamboo-04845,oversize-floor,,,0,0,0.0,945.3,800.0
bamboo-04846,strict,1,,0,0,1.0,0.0,0.0
bamboo-04847,oversize-floor,,,1,0,0.0,1302.072,1210.719
bamboo-04848,strict,1,,3,3,1.0,3.122,2.107
bamboo-04849,oversize-floor,,,2,0,0.0,742.958,450.0
bamboo-04850,oversize-floor,,,3,0,0.0,1212.327,931.323
bamboo-04851,leftover,,,3,0,0.0,14.208,12.6
bamboo-04852,strict,1,,0,0,1.0,0.186,0.166
bamboo-04853,strict,1,,0,0,1.0,0.0,0.0
bamboo-04854,strict,1,,0,0,1.0,0.0,0.0
bamboo-04855,oversize-floor,,,0,0,0.0,439.166,284.0
bamboo-04856,oversize-total,,,5,0,0.0,193.052,130.4
bamboo-04857,strict,1,,0,0,1.0,0.0,0.0
bamboo-04858,strict,1,,0,0,1.0,0.0,0.0
bamboo-04859,strict,1,,0,0,1.0,0.0,0.0
bamboo-04860,oversize-floor,,,3,0,0.0,989.614,931.323
bamboo-04861,strict,4,,0,0,1.0,0.023,0.023
bamboo-04862,strict,58,,4,4,1.0,8.991,6.519
bamboo-04863,leftover,,,3,0,0.0,25.409,12.107
bamboo-04864,leftover,,,0,0,0.0,16.733,16.638
bamboo-04865,strict,1,,0,0,1.0,1.566,1.4
bamboo-04866,oversize-floor,,5,4,2,0.5,197.404,155.0
bamboo-04867,strict,1,,0,0,1.0,0.0,0.0
bamboo-04868,strict,1,,0,0,1.0,0.0,0.0
bamboo-04869,leftover,,,0,0,0.0,15.217,3.0
bamboo-04870,strict,31,,0,0,1.0,1.786,0.8
bamboo-04871,oversize-total,,,4,0,0.0,267.651,136.207
bamboo-04872,leftover,,,0,0,0.0,116.768,105.0
bamboo-04873,leftover,,,2,0,0.0,22.144,13.0
bamboo-04874,strict,36,,0,0,1.0,3.0,3.0
bamboo-04875,strict,45,,2,2,1.0,23.26,17.249
bamboo-04876,strict,1,,0,0,1.0,0.0,0.0
bamboo-04877,leftover,,,0,0,0.0,13.023,10.679
bamboo-04878,oversize-floor,,,0,0,0.0,7660.206,7418.064
bamboo-04879,oversize-floor,,,1,0,0.0,321.305,284.0
bamboo-04880,strict,49,,0,0,1.0,6.037,3.0
bamboo-04881,oversize-floor,,,4,0,0.0,158.537,155.0
bamboo-04882,oversize-floor,,,7,0,0.0,841.36,833.282
bamboo-04883,strict,32,,1,1,1.0,2.595,0.8
bamboo-04884,leftover,,,2,0,0.0,20.83,19.23
bamboo-04885,oversize-floor,,,0,0,0.0,200.139,155.0
bamboo-04886,strict,1,,0,0,1.0,0.0,0.0
bamboo-04887,strict,1,,0,0,1.0,0.0,0.0
bamboo-04888,strict,38,,0,0,1.0,3.2,0.8
bamboo-04889,oversize-floor,,,2,0,0.0,560.859,558.794
bamboo-04890,leftover,,,2,0,0.0,64.928,61.028
bamboo-04891,strict,60,,5,5,1.0,9.338,2.642
bamboo-04892,leftover,,,0,0,0.0,108.374,60.0
bamboo-04893,oversize-floor,,,0,0,0.0,195.987,184.44
bamboo-04894,oversize-floor,,,4,0,0.0,1653.382,1210.719
bamboo-04895,strict,39,,3,3,1.0,3.8,3.0
bamboo-04896,leftover,,,0,0,0.0,27.32,14.9
bamboo-04897,strict,50,,3,3,1.0,6.391,3.0
bamboo-04898,strict,26,,0,0,1.0,1.716,1.0
bamboo-04899,strict,1,,0,0,1.0,0.0,0.0
bamboo-04900,leftover,,,0,0,0.0,76.798,36.799
bamboo-04901,oversize-total,,,4,0,0.0,183.49,130.4
bamboo-04902,leftover,,,3,0,0.0,32.788,23.283
bamboo-04903,oversize-floor,,,1,0,0.0,165.628,155.0
bamboo-04904,leftover,,,0,0,0.0,20.9,14.9
bamboo-04905,leftover,,1,4,1,0.25,10.961,3.0
bamboo-04906,strict,40,,1,1,1.0,3.8,3.0
bamboo-04907,strict,1,,0,0,1.0,0.0,0.0
bamboo-04908,strict,39,,0,0,1.0,3.8,3.0
bamboo-04909,strict,41,,0,0,1.0,4.124,0.8
bamboo-04910,oversize-floor,,,4,0,0.0,1237.686,1210.719
bamboo-04911,oversize-floor,,,0,0,0.0,158.689,155.0
bamboo-04912,leftover,,,0,0,0.0,92.384,51.32
bamboo-04913,leftover,,,0,0,0.0,95.737,53.905
bamboo-04914,oversize-floor,,,0,0,0.0,9510.286,9313.226
bamboo-04915,strict,10,,0,0,1.0,0.2,0.1
bamboo-04916,strict,40,,0,0,1.0,3.839,3.0
bamboo-04917,strict,39,,0,0,1.0,3.8,3.0
bamboo-04918,oversize-total,,,4,0,0.0,196.954,122.055
bamboo-04919,leftover,,,3,0,0.0,19.305,19.305
bamboo-04920,oversize-floor,,,0,0,0.0,156.45,155.0
bamboo-04921,strict,17,,3,3,1.0,0.8,0.8
bamboo-04922,strict,38,,0,0,1.0,4.636,1.4
bamboo-04923,strict,5,,0,0,1.0,0.8,0.8
bamboo-04924,strict,38,,0,0,1.0,3.178,3.0
bamboo-04925,oversize-floor,,,0,0,0.0,8604.199,8381.903
bamboo-04926,leftover,,,3,0,0.0,59.836,24.2
bamboo-04927,oversize-total,,,0,0,0.0,416.848,131.417
bamboo-04928,strict,54,,4,4,1.0,7.6,3.0
bamboo-04929,strict,7,,1,1,1.0,72.494,50.0
bamboo-04930,strict,7,,0,0,1.0,1.03,0.976
bamboo-04931,leftover,,,0,0,0.0,41.003,14.9
bamboo-04932,strict,55,,0,0,1.0,23.331,12.945
bamboo-04933,leftover,,,2,0,0.0,10.559,3.0
bamboo-04934,strict,59,,0,0,1.0,9.2,3.0
bamboo-04935,leftover,,,0,0,0.0,26.728,9.424
bamboo-04936,strict,1,,0,0,1.0,0.0,0.0
bamboo-04937,leftover,,,3,0,0.0,35.034,15.042
bamboo-04938,leftover,,,2,0,0.0,43.0,40.0
bamboo-04939,leftover,,,3,0,0.0,14.14,10.679
bamboo-04940,strict,49,,5,5,1.0,6.654,6.054
bamboo-04941,leftover,,,0,0,0.0,15.947,14.9
bamboo-04942,leftover,,,0,0,0.0,57.558,14.9
bamboo-04943,strict,41,,0,0,1.0,4.083,0.907
bamboo-04944,strict,11,,0,0,1.0,44.815,29.915
bamboo-04945,leftover,,,0,0,0.0,20.518,7.0
bamboo-04946,leftover,,,0,0,0.0,65.304,19.0
bamboo-04947,oversize-floor,,,0,0,0.0,2437.235,2275.936
bamboo-04948,strict,1,,0,0,1.0,0.0,0.0
bamboo-04949,strict,1,,0,0,1.0,0.0,0.0
bamboo-04950,strict,1,,0,0,1.0,0.0,0.0
bamboo-04951,strict,28,,0,0,1.0,1.6,0.8
bamboo-04952,strict,34,,0,0,1.0,5.088,2.078
bamboo-04953,oversize-floor,,,0,0,0.0,326.959,284.0
bamboo-04954,strict,5,,1,1,1.0,2.068,2.0
bamboo-04955,oversize-floor,,,0,0,0.0,857.748,838.19
bamboo-04956,oversize-total,,,4,0,0.0,161.058,130.4
bamboo-04957,leftover,,,2,0,0.0,58.083,20.489
bamboo-04958,strict,1,,0,0,1.0,0.0,0.0
bamboo-04959,oversize-floor,,,0,0,0.0,157.206,155.0
bamboo-04960,strict,10,,0,0,1.0,0.2,0.1
bamboo-04961,strict,44,,2,2,1.0,4.6,3.0
bamboo-04962,leftover,,5,4,1,0.25,13.777,7.325
bamboo-04963,leftover,,,2,0,0.0,13.905,13.905
bamboo-04964,strict,23,,5,5,1.0,1.216,0.8
bamboo-04965,strict,41,,3,3,1.0,4.0,0.8
bamboo-04966,strict,33,,0,0,1.0,3.51,0.8
bamboo-04967,strict,33,,0,0,1.0,3.511,0.8
bamboo-04968,strict,18,,0,0,1.0,0.8,0.8
bamboo-04969,strict,5,,3,3,1.0,0.8,0.8
bamboo-04970,strict,17,,0,0,1.0,0.8,0.8
bamboo-04971,strict,41,,0,0,1.0,4.078,1.288
bamboo-04972,leftover,,,0,0,0.0,27.751,5.748
bamboo-04973,strict,34,,0,0,1.0,2.797,2.74
bamboo-04974,strict,45,,2,2,1.0,14.812,4.712
bamboo-04975,leftover,,,0,0,0.0,41.517,14.9
bamboo-04976,leftover,,,3,0,0.0,72.944,27.0
bamboo-04977,strict,1,,0,0,1.0,0.0,0.0
bamboo-04978,strict,1,,0,0,1.0,0.0,0.0
bamboo-04979,leftover,,,0,0,0.0,117.84,48.429
bamboo-04980,leftover,,22,5,1,0.2,41.03,26.978
bamboo-04981,leftover,,,3,0,0.0,21.587,13.156
bamboo-04982,oversize-floor,,,0,0,0.0,541.777,525.658
bamboo-04983,leftover,,,0,0,0.0,21.933,14.958
bamboo-04984,oversize-floor,,,0,0,0.0,190.587,167.415
bamboo-04985,leftover,,22,4,1,0.25,45.434,26.978
bamboo-04986,leftover,,,0,0,0.0,77.983,23.283
bamboo-04987,oversize-floor,,,2,0,0.0,155.532,155.0
bamboo-04988,leftover,,,4,0,0.0,50.234,29.756
bamboo-04989,strict,1,,0,0,1.0,0.0,0.0
bamboo-04990,strict,22,,3,3,1.0,2.749,1.865
bamboo-04991,strict,21,,2,2,1.0,65.266,20.049
bamboo-04992,leftover,,,0,0,0.0,27.462,16.37
bamboo-04993,strict,58,,4,4,1.0,9.171,3.0
bamboo-04994,oversize-floor,,,1,0,0.0,172.695,155.0
bamboo-04995,leftover,,,0,0,0.0,84.107,36.215
bamboo-04996,strict,38,,0,0,1.0,3.2,0.8
bamboo-04997,strict,1,,0,0,1.0,0.0,0.0
bamboo-04998,leftover,,,2,0,0.0,42.302,40.0
bamboo-04999,oversize-floor,,,1,0,0.0,51203.321,51048.155
bamboo-05000,leftover,,,2,0,0.0,85.866,83.819
bamboo-05001,strict,1,,0,0,1.0,0.0,0.0
bamboo-05002,strict,44,,6,6,1.0,4.8,0.8
bamboo-05003,oversize-floor,,,0,0,0.0,161.607,155.0
bamboo-05004,oversize-floor,,,0,0,0.0,5884.153,5587.935
bamboo-05005,leftover,,,4,0,0.0,52.617,22.701
bamboo-05006,strict,47,,0,0,1.0,5.6,0.8
bamboo-05007,oversize-floor,,,4,0,0.0,507.875,504.075
bamboo-05008,strict,31,,3,3,1.0,1.651,0.8
bamboo-05009,strict,13,,0,0,1.0,0.8,0.8
bamboo-05010,strict,2,,2,2,1.0,0.244,0.166
bamboo-05011,strict,25,,1,1,1.0,1.6,0.8
bamboo-05012,leftover,,,2,0,0.0,81.526,74.935
bamboo-05013,leftover,,,0,0,0.0,46.94,14.011
bamboo-05014,strict,1,,0,0,1.0,0.0,0.0
bamboo-05015,strict,46,,0,0,1.0,5.205,1.2
bamboo-05016,oversize-floor,,,3,0,0.0,162.933,155.0
bamboo-05017,oversize-total,,,0,0,0.0,312.704,47.715
bamboo-05018,oversize-total,,,0,0,0.0,461.886,135.0
bamboo-05019,strict,17,,0,0,1.0,0.8,0.8
bamboo-05020,leftover,,,3,0,0.0,47.176,29.876
bamboo-05021,oversize-floor,,,0,0,0.0,1796.753,456.758
bamboo-05022,leftover,,,3,0,0.0,126.691,17.988
bamboo-05023,leftover,,,3,0,0.0,43.896,26.498
bamboo-05024,leftover,,,2,0,0.0,81.936,53.905
bamboo-05025,strict,11,,0,0,1.0,0.271,0.199
bamboo-05026,oversize-floor,,,0,0,0.0,1436.216,1396.984
bamboo-05027,strict,1,,0,0,1.0,0.0,0.0
bamboo-05028,strict,31,,0,0,1.0,2.147,0.957
bamboo-05029,leftover,,,0,0,0.0,14.278,12.6
bamboo-05030,oversize-floor,,,3,0,0.0,562.577,537.193
bamboo-05031,strict,1,,0,0,1.0,0.0,0.0
bamboo-05032,strict,45,,0,0,1.0,36.932,13.503
bamboo-05033,leftover,,,0,0,0.0,78.218,24.214
bamboo-05034,strict,60,,0,0,1.0,48.114,18.0
bamboo-05035,strict,21,,0,0,1.0,0.814,0.8
bamboo-05036,strict,15,,4,4,1.0,31.595,21.719
bamboo-05037,oversize-floor,,,0,0,0.0,204.606,155.0
bamboo-05038,leftover,,,3,0,0.0,54.018,13.97
bamboo-05039,strict,57,,0,0,1.0,8.584,3.755
bamboo-05040,leftover,,,0,0,0.0,75.196,19.984
bamboo-05041,strict,14,,0,0,1.0,1.66,1.4
bamboo-05042,leftover,,,3,0,0.0,27.342,20.0
bamboo-05043,strict,1,,0,0,1.0,0.0,0.0
bamboo-05044,leftover,,17,4,1,0.25,66.334,54.615
bamboo-05045,leftover,,,4,0,0.0,102.431,31.733
